file_paths,targets
../PCB_imgs/all/resize/OK\ok_1376.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_459.bmp.png,OK
../PCB_imgs/all/resize/NG\nick (62).bmp.png,nick
../PCB_imgs/all/resize/OK\ok_692.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_Nick_2115.bmp.png,Dust_Nick_
../PCB_imgs/all/resize/OK\ok_1438.bmp.png,OK
../PCB_imgs/all/resize/NG\dust (46).bmp.png,dust
../PCB_imgs/all/resize/OK\ok (429).bmp.png,OK
../PCB_imgs/all/resize/NG\nick (68).bmp.png,nick
../PCB_imgs/all/resize/NG\Dust_2301.bmp.png,Dust_
../PCB_imgs/all/resize/NG\short (85).bmp.png,short
../PCB_imgs/all/resize/NG\miboo (227).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_170.bmp.png,OK
../PCB_imgs/all/resize/NG\Island_14.bmp.png,Island_
../PCB_imgs/all/resize/NG\nick (81).bmp.png,nick
../PCB_imgs/all/resize/OK\ok_383.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (21).bmp.png,eemool
../PCB_imgs/all/resize/NG\miboo (1736).bmp.png,miboo
../PCB_imgs/all/resize/NG\dust (196).bmp.png,dust
../PCB_imgs/all/resize/NG\short (22).bmp.png,short
../PCB_imgs/all/resize/NG\eemool (131).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_713.bmp.png,OK
../PCB_imgs/all/resize/NG\nick (53).bmp.png,nick
../PCB_imgs/all/resize/OK\ok_1276.bmp.png,OK
../PCB_imgs/all/resize/NG\short_2763.bmp.png,short_
../PCB_imgs/all/resize/OK\ok_744.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_858.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_30.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool1 (53).bmp.png,eemool
../PCB_imgs/all/resize/NG\miboo (749).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_245.bmp.png,OK
../PCB_imgs/all/resize/NG\dust (107).bmp.png,dust
../PCB_imgs/all/resize/NG\Dust_1966.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_755.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (1005).bmp.png,miboo
../PCB_imgs/all/resize/NG\dust (94).bmp.png,dust
../PCB_imgs/all/resize/NG\eemool1 (41).bmp.png,eemool
../PCB_imgs/all/resize/NG\nick (100).bmp.png,nick
../PCB_imgs/all/resize/NG\Nick_40.bmp.png,Nick_
../PCB_imgs/all/resize/NG\nick (69).bmp.png,nick
../PCB_imgs/all/resize/NG\eemool (135).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok (625).bmp.png,OK
../PCB_imgs/all/resize/NG\Short_2562.bmp.png,Short_
../PCB_imgs/all/resize/NG\pinhole (1).bmp.png,pinhole
../PCB_imgs/all/resize/NG\nick (23).bmp.png,nick
../PCB_imgs/all/resize/NG\miboo (1599).bmp.png,miboo
../PCB_imgs/all/resize/NG\scratch (16).bmp.png,scratch
../PCB_imgs/all/resize/NG\Nick_30.bmp.png,Nick_
../PCB_imgs/all/resize/OK\ok (107).bmp.png,OK
../PCB_imgs/all/resize/NG\nick (151).bmp.png,nick
../PCB_imgs/all/resize/NG\Nick_2474.bmp.png,Nick_
../PCB_imgs/all/resize/NG\miboo (289).bmp.png,miboo
../PCB_imgs/all/resize/NG\Short_2538.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok_469.bmp.png,OK
../PCB_imgs/all/resize/NG\Nick_44.bmp.png,Nick_
../PCB_imgs/all/resize/NG\eemool (286).bmp.png,eemool
../PCB_imgs/all/resize/NG\miboo (1828).bmp.png,miboo
../PCB_imgs/all/resize/NG\eemool (141).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok (239).bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (93).bmp.png,eemool
../PCB_imgs/all/resize/NG\miboosik (11).bmp.png,miboosik
../PCB_imgs/all/resize/NG\dust (215).bmp.png,dust
../PCB_imgs/all/resize/NG\Dust_2684.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok (50).bmp.png,OK
../PCB_imgs/all/resize/NG\dust (100).bmp.png,dust
../PCB_imgs/all/resize/OK\ok_773.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2012.bmp.png,Dust_
../PCB_imgs/all/resize/NG\Dust_2681.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_1325.bmp.png,OK
../PCB_imgs/all/resize/NG\dust (189).bmp.png,dust
../PCB_imgs/all/resize/OK\ok_557.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_9.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_116.bmp.png,OK
../PCB_imgs/all/resize/NG\Short_2566.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok_333.bmp.png,OK
../PCB_imgs/all/resize/NG\Scratch_2499.bmp.png,Scratch_
../PCB_imgs/all/resize/NG\dust (67).bmp.png,dust
../PCB_imgs/all/resize/NG\Dust_Nick_2073.bmp.png,Dust_Nick_
../PCB_imgs/all/resize/OK\ok_111.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (62).bmp.png,eemool
../PCB_imgs/all/resize/NG\Dust_2738.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_814.bmp.png,OK
../PCB_imgs/all/resize/NG\nick (157).bmp.png,nick
../PCB_imgs/all/resize/OK\ok_639.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (258).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1319.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_995.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_790.bmp.png,OK
../PCB_imgs/all/resize/NG\Nick_2460.bmp.png,Nick_
../PCB_imgs/all/resize/OK\ok_990.bmp.png,OK
../PCB_imgs/all/resize/NG\Short_2206.bmp.png,Short_
../PCB_imgs/all/resize/NG\miboo (225).bmp.png,miboo
../PCB_imgs/all/resize/NG\Nick_2457.bmp.png,Nick_
../PCB_imgs/all/resize/NG\Dust_2717.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_935.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (173).bmp.png,OK
../PCB_imgs/all/resize/NG\open (13).bmp.png,open
../PCB_imgs/all/resize/OK\ok_223.bmp.png,OK
../PCB_imgs/all/resize/NG\lvh (14).bmp.png,lvh
../PCB_imgs/all/resize/OK\ok (286).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_120.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (1299).bmp.png,miboo
../PCB_imgs/all/resize/NG\nick (36).bmp.png,nick
../PCB_imgs/all/resize/OK\ok_695.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_1965.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_409.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (394).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_964.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (1767).bmp.png,miboo
../PCB_imgs/all/resize/NG\Dust_Nick_2061.bmp.png,Dust_Nick_
../PCB_imgs/all/resize/OK\ok_197.bmp.png,OK
../PCB_imgs/all/resize/NG\lvh (20).bmp.png,lvh
../PCB_imgs/all/resize/OK\ok (128).bmp.png,OK
../PCB_imgs/all/resize/NG\short (59).bmp.png,short
../PCB_imgs/all/resize/NG\Island_17.bmp.png,Island_
../PCB_imgs/all/resize/NG\miboo (956).bmp.png,miboo
../PCB_imgs/all/resize/NG\dust (221).bmp.png,dust
../PCB_imgs/all/resize/OK\ok_503.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (47).bmp.png,miboo
../PCB_imgs/all/resize/NG\miboo (1314).bmp.png,miboo
../PCB_imgs/all/resize/NG\Short_2179.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok (338).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1123.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_69.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (387).bmp.png,OK
../PCB_imgs/all/resize/NG\Short_2571.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok (246).bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (81).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_811.bmp.png,OK
../PCB_imgs/all/resize/NG\Open_2172.bmp.png,Open_
../PCB_imgs/all/resize/NG\Short_90.bmp.png,Short_
../PCB_imgs/all/resize/NG\Dust_1970.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok (122).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_859.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (719).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_714.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1481.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_751.bmp.png,OK
../PCB_imgs/all/resize/NG\dust (152).bmp.png,dust
../PCB_imgs/all/resize/OK\ok_953.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_269.bmp.png,OK
../PCB_imgs/all/resize/NG\Nick_2433.bmp.png,Nick_
../PCB_imgs/all/resize/OK\ok (42).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_947.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1079.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2023.bmp.png,Dust_
../PCB_imgs/all/resize/NG\Dust_2056.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_413.bmp.png,OK
../PCB_imgs/all/resize/NG\nick (137).bmp.png,nick
../PCB_imgs/all/resize/OK\ok_921.bmp.png,OK
../PCB_imgs/all/resize/NG\dust (184).bmp.png,dust
../PCB_imgs/all/resize/NG\Dust_Nick_2116.bmp.png,Dust_Nick_
../PCB_imgs/all/resize/NG\Dust_5.bmp.png,Dust_
../PCB_imgs/all/resize/NG\eemool (102).bmp.png,eemool
../PCB_imgs/all/resize/NG\Dust_2670.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_1361.bmp.png,OK
../PCB_imgs/all/resize/NG\Short_2402.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok_883.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2319.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok (464).bmp.png,OK
../PCB_imgs/all/resize/NG\Pinhole_2751.bmp.png,Pinhole_
../PCB_imgs/all/resize/NG\Dust_2743.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_407.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_323.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_115.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_295.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_284.bmp.png,OK
../PCB_imgs/all/resize/NG\dust (48).bmp.png,dust
../PCB_imgs/all/resize/OK\ok_174.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_6.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_946.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_957.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (281).bmp.png,eemool
../PCB_imgs/all/resize/NG\nick (38).bmp.png,nick
../PCB_imgs/all/resize/OK\ok_906.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (72).bmp.png,eemool
../PCB_imgs/all/resize/NG\nick (140).bmp.png,nick
../PCB_imgs/all/resize/OK\ok (94).bmp.png,OK
../PCB_imgs/all/resize/NG\dust (26).bmp.png,dust
../PCB_imgs/all/resize/OK\ok_679.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (915).bmp.png,miboo
../PCB_imgs/all/resize/NG\Short_98.bmp.png,Short_
../PCB_imgs/all/resize/NG\Scratch_2497.bmp.png,Scratch_
../PCB_imgs/all/resize/OK\ok_1119.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (465).bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2004.bmp.png,Dust_
../PCB_imgs/all/resize/NG\Dust_Nick_2110.bmp.png,Dust_Nick_
../PCB_imgs/all/resize/NG\miboo (1325).bmp.png,miboo
../PCB_imgs/all/resize/NG\nick (31).bmp.png,nick
../PCB_imgs/all/resize/NG\miboo (1614).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_79.bmp.png,OK
../PCB_imgs/all/resize/NG\dust (115).bmp.png,dust
../PCB_imgs/all/resize/NG\Short_2222.bmp.png,Short_
../PCB_imgs/all/resize/NG\Short_2239.bmp.png,Short_
../PCB_imgs/all/resize/NG\miboo (1674).bmp.png,miboo
../PCB_imgs/all/resize/NG\Short_2541.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok_180.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_Nick_2103.bmp.png,Dust_Nick_
../PCB_imgs/all/resize/OK\ok_122.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (423).bmp.png,OK
../PCB_imgs/all/resize/NG\Short_2221.bmp.png,Short_
../PCB_imgs/all/resize/NG\dust (45).bmp.png,dust
../PCB_imgs/all/resize/NG\nick (123).bmp.png,nick
../PCB_imgs/all/resize/NG\Nick_2348.bmp.png,Nick_
../PCB_imgs/all/resize/NG\eemool (40).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok (631).bmp.png,OK
../PCB_imgs/all/resize/NG\short_2753.bmp.png,short_
../PCB_imgs/all/resize/OK\ok_691.bmp.png,OK
../PCB_imgs/all/resize/NG\nick (130).bmp.png,nick
../PCB_imgs/all/resize/NG\dust (213).bmp.png,dust
../PCB_imgs/all/resize/NG\miboo (557).bmp.png,miboo
../PCB_imgs/all/resize/NG\Nick_Dust_2379.bmp.png,Nick_Dust_
../PCB_imgs/all/resize/OK\ok_1326.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2729.bmp.png,Dust_
../PCB_imgs/all/resize/NG\miboo (547).bmp.png,miboo
../PCB_imgs/all/resize/NG\Dust_1.bmp.png,Dust_
../PCB_imgs/all/resize/NG\eemool (237).bmp.png,eemool
../PCB_imgs/all/resize/NG\dust (55).bmp.png,dust
../PCB_imgs/all/resize/NG\dust (119).bmp.png,dust
../PCB_imgs/all/resize/NG\miboo (1538).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_289.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_142.bmp.png,OK
../PCB_imgs/all/resize/NG\open (27).bmp.png,open
../PCB_imgs/all/resize/NG\Nick_2137.bmp.png,Nick_
../PCB_imgs/all/resize/OK\ok (452).bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (238).bmp.png,eemool
../PCB_imgs/all/resize/NG\Dust_2028.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_78.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2661.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_888.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (125).bmp.png,OK
../PCB_imgs/all/resize/OK\ok (329).bmp.png,OK
../PCB_imgs/all/resize/OK\ok (543).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_33.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_830.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (128).bmp.png,eemool
../PCB_imgs/all/resize/NG\Nick_2344.bmp.png,Nick_
../PCB_imgs/all/resize/OK\ok_54.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_731.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_823.bmp.png,OK
../PCB_imgs/all/resize/NG\Nick_2463.bmp.png,Nick_
../PCB_imgs/all/resize/OK\ok_1324.bmp.png,OK
../PCB_imgs/all/resize/NG\dust (79).bmp.png,dust
../PCB_imgs/all/resize/NG\eemool1 (37).bmp.png,eemool
../PCB_imgs/all/resize/NG\dust (62).bmp.png,dust
../PCB_imgs/all/resize/NG\Short_2567.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok_952.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (175).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_1265.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_719.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool1 (11).bmp.png,eemool
../PCB_imgs/all/resize/NG\nick (70).bmp.png,nick
../PCB_imgs/all/resize/NG\Dust_Nick_2126.bmp.png,Dust_Nick_
../PCB_imgs/all/resize/OK\ok_344.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2668.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_1077.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (56).bmp.png,eemool
../PCB_imgs/all/resize/NG\eemool1 (8).bmp.png,eemool
../PCB_imgs/all/resize/NG\short (34).bmp.png,short
../PCB_imgs/all/resize/NG\eemool (233).bmp.png,eemool
../PCB_imgs/all/resize/NG\Dust_Nick_2065.bmp.png,Dust_Nick_
../PCB_imgs/all/resize/OK\ok_19.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_274.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (278).bmp.png,eemool
../PCB_imgs/all/resize/NG\dust (9).bmp.png,dust
../PCB_imgs/all/resize/NG\miboo (464).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_665.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_547.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (294).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok (279).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_216.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_786.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2644.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok (351).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_70.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_488.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_63.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_447.bmp.png,OK
../PCB_imgs/all/resize/NG\nick (4).bmp.png,nick
../PCB_imgs/all/resize/OK\ok_704.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_810.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_1995.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_98.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (158).bmp.png,eemool
../PCB_imgs/all/resize/NG\short (19).bmp.png,short
../PCB_imgs/all/resize/OK\ok (288).bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2010.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_215.bmp.png,OK
../PCB_imgs/all/resize/NG\milchack (10).bmp.png,milchack
../PCB_imgs/all/resize/NG\dust (217).bmp.png,dust
../PCB_imgs/all/resize/OK\ok_379.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (618).bmp.png,miboo
../PCB_imgs/all/resize/NG\Dust_2721.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_1164.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (104).bmp.png,eemool
../PCB_imgs/all/resize/NG\miboo (233).bmp.png,miboo
../PCB_imgs/all/resize/NG\dust (214).bmp.png,dust
../PCB_imgs/all/resize/NG\miboo (1368).bmp.png,miboo
../PCB_imgs/all/resize/NG\Dust_2020.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_1302.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (242).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_684.bmp.png,OK
../PCB_imgs/all/resize/NG\open (2).bmp.png,open
../PCB_imgs/all/resize/NG\Dust_2027.bmp.png,Dust_
../PCB_imgs/all/resize/NG\Dust_10.bmp.png,Dust_
../PCB_imgs/all/resize/NG\miboo (374).bmp.png,miboo
../PCB_imgs/all/resize/NG\eemool (280).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_314.bmp.png,OK
../PCB_imgs/all/resize/NG\LVH (35).bmp.png,LVH
../PCB_imgs/all/resize/NG\short (38).bmp.png,short
../PCB_imgs/all/resize/OK\ok (385).bmp.png,OK
../PCB_imgs/all/resize/NG\nick (136).bmp.png,nick
../PCB_imgs/all/resize/NG\lvh (16).bmp.png,lvh
../PCB_imgs/all/resize/NG\short (5).bmp.png,short
../PCB_imgs/all/resize/OK\ok_253.bmp.png,OK
../PCB_imgs/all/resize/NG\Nick_2476.bmp.png,Nick_
../PCB_imgs/all/resize/NG\Dust_Nick_2076.bmp.png,Dust_Nick_
../PCB_imgs/all/resize/OK\ok_865.bmp.png,OK
../PCB_imgs/all/resize/NG\Nick_2441.bmp.png,Nick_
../PCB_imgs/all/resize/NG\scratch (17).bmp.png,scratch
../PCB_imgs/all/resize/OK\ok_151.bmp.png,OK
../PCB_imgs/all/resize/NG\Nick_2353.bmp.png,Nick_
../PCB_imgs/all/resize/NG\dust (200).bmp.png,dust
../PCB_imgs/all/resize/NG\eemool1 (42).bmp.png,eemool
../PCB_imgs/all/resize/NG\Dust_Nick_2062.bmp.png,Dust_Nick_
../PCB_imgs/all/resize/OK\ok (587).bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (203).bmp.png,eemool
../PCB_imgs/all/resize/NG\miboo (116).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_1587.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (97).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_12.bmp.png,OK
../PCB_imgs/all/resize/NG\Short_2548.bmp.png,Short_
../PCB_imgs/all/resize/NG\nick (113).bmp.png,nick
../PCB_imgs/all/resize/OK\ok (500).bmp.png,OK
../PCB_imgs/all/resize/OK\ok (349).bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (366).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_735.bmp.png,OK
../PCB_imgs/all/resize/NG\milchack1 (2).bmp.png,milchack
../PCB_imgs/all/resize/NG\eemool (92).bmp.png,eemool
../PCB_imgs/all/resize/NG\short (40).bmp.png,short
../PCB_imgs/all/resize/NG\Short_2212.bmp.png,Short_
../PCB_imgs/all/resize/NG\dust (222).bmp.png,dust
../PCB_imgs/all/resize/OK\ok_1263.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_775.bmp.png,OK
../PCB_imgs/all/resize/NG\dust (31).bmp.png,dust
../PCB_imgs/all/resize/OK\ok (459).bmp.png,OK
../PCB_imgs/all/resize/NG\dust (128).bmp.png,dust
../PCB_imgs/all/resize/OK\ok (222).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_833.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (491).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_762.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (167).bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (1090).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_1272.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_371.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (517).bmp.png,OK
../PCB_imgs/all/resize/NG\Nick_2454.bmp.png,Nick_
../PCB_imgs/all/resize/NG\Dust_Nick_2092.bmp.png,Dust_Nick_
../PCB_imgs/all/resize/NG\miboo (212).bmp.png,miboo
../PCB_imgs/all/resize/NG\Dust_2722.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_38.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1435.bmp.png,OK
../PCB_imgs/all/resize/NG\nick (3).bmp.png,nick
../PCB_imgs/all/resize/NG\Open_2478.bmp.png,Open_
../PCB_imgs/all/resize/NG\nick (118).bmp.png,nick
../PCB_imgs/all/resize/OK\ok_339.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_20.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (627).bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2050.bmp.png,Dust_
../PCB_imgs/all/resize/NG\Dust_Nick_2066.bmp.png,Dust_Nick_
../PCB_imgs/all/resize/NG\Short_2186.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok_199.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_780.bmp.png,OK
../PCB_imgs/all/resize/NG\Short_108.bmp.png,Short_
../PCB_imgs/all/resize/NG\Open_2167.bmp.png,Open_
../PCB_imgs/all/resize/OK\ok_218.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_76.bmp.png,OK
../PCB_imgs/all/resize/NG\dust (171).bmp.png,dust
../PCB_imgs/all/resize/NG\miboo (1807).bmp.png,miboo
../PCB_imgs/all/resize/NG\eemool (73).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_432.bmp.png,OK
../PCB_imgs/all/resize/NG\Short_2219.bmp.png,Short_
../PCB_imgs/all/resize/NG\Dust_1962.bmp.png,Dust_
../PCB_imgs/all/resize/NG\eemool (239).bmp.png,eemool
../PCB_imgs/all/resize/NG\Short_2231.bmp.png,Short_
../PCB_imgs/all/resize/NG\miboo (141).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_976.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_380.bmp.png,OK
../PCB_imgs/all/resize/NG\Nick_2144.bmp.png,Nick_
../PCB_imgs/all/resize/NG\Nick_2422.bmp.png,Nick_
../PCB_imgs/all/resize/OK\ok_1277.bmp.png,OK
../PCB_imgs/all/resize/NG\scratch (7).bmp.png,scratch
../PCB_imgs/all/resize/NG\nick (139).bmp.png,nick
../PCB_imgs/all/resize/NG\miboo (1677).bmp.png,miboo
../PCB_imgs/all/resize/NG\miboo (59).bmp.png,miboo
../PCB_imgs/all/resize/NG\miboo (555).bmp.png,miboo
../PCB_imgs/all/resize/NG\eemool (200).bmp.png,eemool
../PCB_imgs/all/resize/NG\short_2766.bmp.png,short_
../PCB_imgs/all/resize/NG\short (75).bmp.png,short
../PCB_imgs/all/resize/OK\ok_903.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (174).bmp.png,eemool
../PCB_imgs/all/resize/NG\eemool (113).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_781.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_511.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (157).bmp.png,miboo
../PCB_imgs/all/resize/NG\Dust_2021.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_550.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_819.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_189.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_966.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (121).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_449.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (176).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_453.bmp.png,OK
../PCB_imgs/all/resize/NG\short (7).bmp.png,short
../PCB_imgs/all/resize/NG\miboo (191).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok (552).bmp.png,OK
../PCB_imgs/all/resize/NG\open (19).bmp.png,open
../PCB_imgs/all/resize/NG\eemool (20).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok (297).bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2703.bmp.png,Dust_
../PCB_imgs/all/resize/NG\Dust_1989.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_102.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_40.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2642.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok (521).bmp.png,OK
../PCB_imgs/all/resize/NG\Open_2391.bmp.png,Open_
../PCB_imgs/all/resize/OK\ok_204.bmp.png,OK
../PCB_imgs/all/resize/NG\Nick_2158.bmp.png,Nick_
../PCB_imgs/all/resize/OK\ok_875.bmp.png,OK
